state,year,total
Western Australia,1882,7212
Western Australia,1883,9431
Western Australia,1884,10734
Western Australia,1885,21538
Western Australia,1886,24544
Western Australia,1887,25790
Western Australia,1888,31525
Western Australia,1889,35127
Western Australia,1890,36990
Western Australia,1891,45255
Western Australia,1892,51799
Western Australia,1893,59497
Western Australia,1894,66429
Western Australia,1895,68133
Western Australia,1896,102449
Western Australia,1897,135698
Western Australia,1898,177965
Western Australia,1899,180424
Western Australia,1900,187748
Western Australia,1901,182028
Western Australia,1902,182436
Western Australia,1903,219089
Western Australia,1904,249466
Western Australia,1905,283293
Western Australia,1906,291447
Western Australia,1907,285784
Western Australia,1908,294644
Western Australia,1909,298405
Western Australia,1910,326885
Western Australia,1911,349747
Western Australia,1912,346934
Western Australia,1913,345744
Western Australia,1914,391594
Western Australia,1915,371762
Western Australia,1916,328232
Western Australia,1917,318764
Western Australia,1918,316424
Western Australia,1919,288929
Western Australia,1920,284821
Western Australia,1921,273580
Western Australia,1922,267269
Western Australia,1923,297436
Western Australia,1924,309225
Western Australia,1925,312606
Western Australia,1926,311648
Western Australia,1927,319713
Western Australia,1928,359051
Western Australia,1929,381160
Western Australia,1930,347783
Western Australia,1931,331523
Western Australia,1932,339774
Western Australia,1933,349916
Western Australia,1934,348526
Western Australia,1935,373097
Western Australia,1936,369782
Western Australia,1937,370569
Western Australia,1938,347720
Western Australia,1939,314560
Western Australia,1940,261512
Western Australia,1941,260158
Western Australia,1942,191443
Western Australia,1943,172137
Western Australia,1944,180933
Western Australia,1945,205903
Western Australia,1946,249596
Western Australia,1947,270061
Western Australia,1948,278816
Western Australia,1949,278072
Western Australia,1950,260412
Western Australia,1951,125033
Western Australia,1952,134568
Western Australia,1953,140176
Western Australia,1954,135927
Western Australia,1955,20235
Western Australia,1956,8395
Western Australia,1957,4555
Western Australia,1958,4661
Western Australia,1959,4949
Western Australia,1960,4409
Western Australia,1961,3077
Western Australia,1962,4139
Western Australia,1963,8225
Western Australia,1964,4142
Western Australia,1965,2726
Western Australia,1966,2753
Western Australia,1967,2512
Western Australia,1968,2362
Western Australia,1969,2774
Western Australia,1970,2665
Western Australia,1971,2689
Western Australia,1972,2254
Western Australia,1973,2034
Western Australia,1974,2101
Western Australia,1975,1415
Western Australia,1976,1283
Western Australia,1977,761
National,1933,6540
National,1934,11280
National,1935,11895
National,1936,12304
National,1937,10646
National,1938,10268
National,1939,10081
National,1940,8642
National,1941,6770
National,1942,4722
National,1943,3951
National,1944,4527
National,1945,5215
National,1946,5764
National,1947,6276
National,1948,4991
National,1949,7080
National,1950,8577
National,1951,7589
National,1952,7170
National,1953,7272
National,1954,8106
National,1955,8463
National,1956,8763
National,1957,8100
National,1958,8150
National,1959,8412
National,1960,7830
National,1961,8348
National,1962,8457
National,1963,8000
National,1964,8165
National,1965,8128
National,1966,7971
National,1967,7535
National,1968,9047
National,1969,9193
National,1970,8924
National,1971,8239
National,1972,7919
National,1973,7541
National,1974,7291
National,1975,7392
National,1976,6684
National,1977,6972
National,1978,7523
National,1979,7615
National,1980,8484
National,1981,8732
National,1982,7509
