state,year,total
New South Wales,1899,119062
New South Wales,1900,134064
New South Wales,1901,132685
New South Wales,1902,135462
New South Wales,1903,133976
New South Wales,1904,126802
New South Wales,1905,131280
New South Wales,1906,144438
New South Wales,1907,148338
New South Wales,1908,155090
New South Wales,1909,159073
New South Wales,1910,167432
New South Wales,1911,162966
New South Wales,1912,162960
New South Wales,1913,163583
New South Wales,1914,155712
New South Wales,1915,141136
New South Wales,1916,120666
New South Wales,1917,108413
New South Wales,1918,89484
New South Wales,1919,116284
New South Wales,1920,91765
New South Wales,1921,87615
New South Wales,1922,101097
New South Wales,1923,116565
New South Wales,1924,124322
New South Wales,1925,127615
New South Wales,1926,128510
New South Wales,1927,133734
New South Wales,1928,135776
New South Wales,1929,140350
New South Wales,1930,145572
New South Wales,1931,138055
New South Wales,1932,136523
New South Wales,1933,135398
New South Wales,1934,140474
New South Wales,1935,143603
New South Wales,1936,138196
New South Wales,1937,140279
New South Wales,1938,142706
New South Wales,1939,136674
New South Wales,1940,113033
New South Wales,1941,95862
New South Wales,1942,73529
New South Wales,1943,64408
New South Wales,1944,63566
New South Wales,1945,74262
New South Wales,1946,81768
New South Wales,1947,88791
New South Wales,1948,77668
New South Wales,1949,97260
New South Wales,1950,105675
New South Wales,1951,105567
New South Wales,1952,101696
New South Wales,1953,115973
New South Wales,1954,126707
