state,year,total
National,1935,11895
National,1936,12304
National,1937,10646
National,1938,10268
National,1939,10081
National,1940,8642
National,1941,6770
National,1942,4722
National,1943,3951
National,1944,4527
National,1945,5215
National,1946,5764
National,1947,6276
National,1948,4991
National,1949,7080
National,1950,8577
National,1951,7589
National,1952,7170
National,1953,7272
National,1954,8106
National,1955,8463
National,1956,8763
National,1957,8100
National,1958,8150
National,1959,8412
National,1960,7830
National,1961,8348
National,1962,8457
National,1963,8000
National,1964,8165
National,1965,8128
National,1966,7971
National,1967,7535
National,1968,9047
National,1969,9193
National,1970,8924
National,1971,8239
National,1972,7919
National,1973,7541
National,1974,7291
National,1975,7392
National,1976,6684
National,1977,6972
National,1978,7523
National,1979,7615
National,1980,8484
National,1981,8732
National,1982,7509
